;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;Athleticism Score;Broad Jump;Burst Score;40-Yard Dash;Agility Score;Catch Radius;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Interceptions (2016);Interceptions (2017);Interceptions (2018);Interceptions (2019);Interceptions (2020);Pass Break-ups (2017);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
72;David Bruton;S;219 lbs;4,28;6,6;106,7;132,0;136,6;4,4;10,88;10,52;116,9;14,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;127,4;2,0;;;;;2,0;0,0;;;;89.7%;;;;;41,5;3,5;;;;;0,0;;;;;0,0;0,0;;;;235,0;0,0;;;;13,0;0,0;;;;3,3;;;;;0,0;0,0;;;;27,0;0,0;;;;6,8;;;;;33,5;34 1/4;28,1;Tank Williams;Eric Berry;Dezmen Southward;Gerald Sensabaugh;Obi Melifonwu;Notre Dame;4.18;2009;10    ;74;
73;DeAndre Houston-Carson;S;201 lbs;4,28;7,15;96,0;115,0;112,8;4,54;11,43;9,79;94,6;0,0;0,0;0,0;;1,0;0,0;2,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;1,0;0,0;0,0;;0,0;98,5;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;4.6%;;14.4%;;11.2%;32,5;0,0;0,0;0,0;;0,2;0,0;0,0;0,0;;1,0;0,0;0,0;0,0;;0,0;9,0;0,0;180,0;;322,0;0,0;0,0;4,0;;6,0;0,0;0,0;1,3;;1,2;0,0;0,0;0,0;;0,0;0,0;0,0;4,0;;7,0;0,0;0,0;1,3;;1,4;27,8;30 1/8;27,3;Dymonte Thomas;Eddie Pleasant;Damarius Travis;Ha Ha Clinton-Dix;Ed Reynolds;William & Mary;6.10;2016;9 1/8;72;Chicago Bears
74;Dean Marlowe;S;203 lbs;4,18;7,0;96,3;114,0;114,0;4,58;11,18;9,95;92,3;0,0;0,0;1,0;1,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;106,2;0,0;;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,5;;;100.0%;37.8%;29.0%;33,5;;;1,0;0,3;0,6;0,0;;1,0;1,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;53,0;254,0;510,0;0,0;0,0;3,0;8,0;9,0;;;3,0;2,0;1,1;0,0;0,0;0,0;0,0;1,0;0,0;0,0;4,0;9,0;14,0;;;4,0;2,3;1,8;28,5;31    ;26,8;Ed Reynolds;Calvin Pryor;Andrew Adams;Ha Ha Clinton-Dix;Jadar Johnson;James Madison;Undrafted;2015;8 3/4;73;Buffalo Bills
75;Deiondre' Hall;S;199 lbs;4,06;7,07;94,3;127,0;126,4;4,68;11,13;10,23;83,0;;;;;;;;;;;;;;;;2,0;;;;;;;;;101,7;;;;;;;;;;;18.0%;;;;;37,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,7;34 3/8;25,5;Orion Stewart;Quincy Mauger;Deon Bush;Kenny Ladler;Kurtis Drummond;Northern Iowa;4.29;2016;9 3/4;74;
76;Deionte Thompson;S;195 lbs;;;;118,0;115,1;;;;;;;;3,0;7,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;3,0;29,0;;;;;0,0;0,0;;;;0,0;0,0;;;;56.8%;87.9%;33,0;;;;0,5;1,4;;;;0,0;1,0;;;;0,0;0,0;;;;407,0;364,0;;;;14,0;16,0;;;;2,3;3,2;;;;0,0;0,0;;;;17,0;23,0;;;;2,8;4,6;24,0;32 1/8;25,7;Dean Marlowe;Andrew Adams;Dymonte Thomas;Tre Boston;Jonathan Dowling;Alabama;5.01;2019;9 7/8;73;Arizona Cardinals
77;Delano Hill;S;216 lbs;4,27;6,96;100,7;115,0;114,5;4,47;11,23;10,0;108,2;0,0;0,0;10,0;10,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;111,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;57.1%;61.3%;60.4%;33,5;;0,0;1,3;1,3;0,5;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;504,0;486,0;149,0;0,0;0,0;13,0;13,0;8,0;;0,0;1,6;1,6;4,0;0,0;0,0;2,0;0,0;1,0;0,0;0,0;23,0;23,0;9,0;;0,0;2,9;2,9;4,5;25,2;32 1/8;28,5;Tyvis Powell;Patrick Chung;Marcus Maye;Shawn Williams;Nate Allen;Michigan;3.31;2017;9 3/8;73;Seattle Seahawks
78;Demetrious Cox;S;200 lbs;4,33;7,02;100,1;124,0;119,8;4,6;11,35;9,87;89,3;0,0;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;118,4;0,0;0,0;;;;0,0;0,0;;;;;;;;;34,0;;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;3,0;;;;;3,0;;;;0,0;0,0;;;;0,0;4,0;;;;;4,0;;;;26,8;31 1/4;27,1;Jarrod Wilson;Tre Boston;Fish Smithson;Jimmie Ward;Rickey Jefferson;Michigan State;Undrafted;2017;10    ;72;
79;Denzel Johnson;S;198 lbs;4,58;7,15;95,6;121,0;120,9;4,72;11,73;9,77;79,8;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;92,2;0,0;;;;;0,0;0,0;;;;;;;;;35,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,4;31 3/4;26,9;Darian Thompson;Nat Berhe;Derron Smith;Damian Parms;Maurice Smith;TCU;Undrafted;2017;9 5/8;72;
80;Deon Bush;S;199 lbs;;;;123,0;122,7;4,64;;;85,9;7,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;;0,0;0,0;7,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;77.1%;;31.3%;9.9%;21.9%;36,0;1,0;1,0;0,1;0,0;0,0;3,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;330,0;0,0;448,0;272,0;128,0;14,0;1,0;5,0;6,0;1,0;2,0;0,5;0,7;1,5;0,5;0,0;0,0;0,0;0,0;0,0;21,0;3,0;6,0;6,0;1,0;3,0;1,5;0,9;1,5;0,5;27,5;30 7/8;27,0;Jordan Simone;Rontez Miles;Rickey Jefferson;Orion Stewart;Rolan Milligan;Miami;4.26;2016;9 1/4;72;Chicago Bears
81;Derrick Kindred;S;207 lbs;4,29;7,05;104,6;123,0;125,3;4,5;11,34;9,97;101,0;14,0;11,0;11,0;;;0,0;0,0;1,0;;;0,0;0,0;0,0;;;0,0;1,0;1,0;;;0,0;0,0;;;112,7;0,0;0,0;0,0;;;0,0;0,0;0,0;;;69.4%;;44.1%;;;37,5;1,3;0,8;0,7;;;0,0;4,0;0,0;;;0,0;10,0;0,0;;;515,0;0,0;1126,0;;;30,0;43,0;28,0;;;2,7;3,1;1,8;;;0,0;11,0;0,0;;;44,0;54,0;39,0;;;4,0;3,9;2,4;;;27,1;31 1/4;29,7;Rashad Johnson;Darian Stewart;Jabrill Peppers;K.J. Dillon;2016;TCU;4.31;9 3/8;70;;
82;Derron Smith;S;200 lbs;4,44;6,95;100,1;123,0;119,3;4,66;11,39;9,69;84,8;4,0;0,0;;;;0,0;0,0;;;;0,0;1,0;;;;0,0;0,0;;;;0,0;;;;98,2;0,0;0,0;;;;0,0;0,0;;;;25.0%;;;;;34,0;0,7;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;93,0;0,0;;;;3,0;0,0;;;;0,5;0,0;;;;0,0;0,0;;;;7,0;0,0;;;;1,2;0,0;;;;29,0;29 3/4;28,7;Rickey Jefferson;Phillip Thomas;Rolan Milligan;Deon Bush;Jordan Simone;Fresno State;6.21;2015;9    ;70;
83;Derwin James;S;215 lbs;4,34;7,34;103,2;132,0;134,0;4,47;11,68;10,19;107,7;;1,0;37,0;13,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;3,0;0,0;;2,0;0,0;0,0;;123,5;;0,0;18,0;0,0;;;1,0;3,5;0,0;;;100.0%;100.0%;100.0%;;40,0;;1,0;2,3;2,6;;;0,0;10,0;1,0;;;0,0;1,0;1,0;;;55,0;988,0;288,0;;;2,0;69,0;21,0;;;2,0;4,3;4,2;;;0,0;1,0;3,0;;;3,0;106,0;34,0;;;3,0;6,6;6,8;;24,5;33    ;27,6;Eric Berry;Eric Reid;Rayshawn Jenkins;Ryan Murphy;Dezmen Southward;Florida State;1.17;2018;9 1/2;74;Los Angeles Chargers
84;Deshazor Everett;S;188 lbs;4,27;6,78;98,3;130,0;129,6;4,61;11,05;10,05;83,2;1,0;25,0;10,0;2,0;9,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;103,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14.8%;;24.1%;8.9%;79.7%;38,0;0,3;2,5;1,7;0,5;1,3;0,0;4,0;0,0;0,0;4,0;0,0;0,0;1,0;0,0;0,0;32,0;0,0;398,0;271,0;439,0;3,0;27,0;6,0;3,0;20,0;1,0;2,7;1,0;0,8;2,9;0,0;0,0;1,0;0,0;0,0;4,0;52,0;16,0;5,0;29,0;1,3;5,2;2,7;1,3;4,1;28,9;31    ;26,2;Jermaine Whitehead;Jimmie Ward;Michael B. Thomas;Colt Anderson;Mykkele Thompson;Texas A&M;Undrafted;2015;9    ;71;Washington
85;Deshon Elliott;S;210 lbs;4,46;7,22;98,3;121,0;121,7;4,58;11,68;9,92;95,5;;;;0,0;27,0;;;;0,0;2,0;;;;0,0;0,0;;;;0,0;0,0;;;0,0;0,0;100,0;;;;0,0;15,0;;;;0,0;2,5;;;;30.8%;96.2%;36,0;;;;0,0;1,9;;;;1,0;4,0;;;;0,0;0,0;;;;117,0;924,0;;;;3,0;46,0;;;;1,5;3,3;;;;0,0;1,0;;;;3,0;73,0;;;;1,5;5,2;23,8;32 1/4;27,7;Clayton Geathers;Robert Golden;Jarrod Wilson;Johnathan Cyprien;Maurice Alexander;Texas;6.16;2018;10 1/2;73;Baltimore Ravens
86;Devin Chappell;S;204 lbs;4,33;7,09;97,3;116,0;117,5;4,69;11,42;9,82;84,3;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;100,5;0,0;0,0;;;;0,0;0,0;;;;;;;;;35,0;;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,7;30 3/8;27,7;Phillip Thomas;Derron Smith;Damarius Travis;Darian Thompson;Jordan Sterns;Oregon State;Undrafted;2017;9 1/8;72;
87;Devin McCourty;S;193 lbs;4,07;6,7;100,6;126,0;124,2;4,48;10,77;10,16;95,8;14,0;21,0;25,0;20,0;23,0;1,0;0,0;1,0;2,0;0,0;1,0;1,0;2,0;1,0;0,0;1,0;1,0;1,0;5,0;2,0;0,0;0,0;0,0;0,0;115,8;0,0;11,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;100.0%;;100.0%;100.0%;92.8%;36,0;0,9;1,3;1,6;1,3;1,6;0,0;4,0;3,0;2,0;4,0;1,0;1,0;0,0;0,0;1,0;1022,0;0,0;1003,0;948,0;851,0;64,0;73,0;49,0;39,0;33,0;4,0;4,6;3,1;2,4;2,4;2,0;2,0;0,0;1,0;1,0;78,0;94,0;74,0;59,0;56,0;4,9;5,9;4,6;3,7;4,0;33,5;32    ;26,9;Damarious Randall;Sean Davis;Michael Griffin;Marcus Gilchrist;Colin Jones;Rutgers;1.27;2010;9    ;71;New England Patriots
88;Dexter McCoil;S;224 lbs;4,4;6,96;91,9;117,0;107,0;4,68;11,36;9,86;93,4;4,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;1,0;0,0;;;;0,0;;;;79,6;0,0;0,0;;;;0,0;0,0;;;;36.6%;;;;;28,5;0,4;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;237,0;0,0;;;;18,0;1,0;;;;1,8;0,5;;;;0,0;0,0;;;;22,0;1,0;;;;2,2;0,5;;;;29,4;;27,3;Chanceller James;Erik Harris;Kam Chancellor;Jayron Kearse;George Iloka;Tulsa;Undrafted;2013;;76;
89;Dezmen Southward;S;211 lbs;4,37;6,5;;124,0;133,4;4,43;10,87;10,31;109,6;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;;;;;0,0;0,0;;;;;;;;;42,0;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;29,3;30 5/8;28,6;David Bruton;Eric Berry;Earl Wolff;Donte Whitner;Colin Jones;Wisconsin;3.04;2014;10    ;72;
90;Dominick Sanders;S;186 lbs;4,3;6,95;;;;4,7;11,25;;76,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,2;31 3/8;25,9;Nat Berhe;Jordan Sterns;Jahleel Addae;Marcelis Branch;Jordan Simone;Georgia;Undrafted;2018;8 7/8;71;
91;Don Carey;S;192 lbs;4,2;6,87;97,3;122,0;116,3;4,6;11,07;9,86;85,8;1,0;0,0;;;;0,0;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;104,9;0,0;0,0;;;;0,0;0,0;;;;38.8%;;;;;32,5;0,5;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;54,0;0,0;;;;2,0;0,0;;;;1,0;0,0;;;;0,0;0,0;;;;3,0;0,0;;;;1,5;0,0;;;;34,0;31    ;26,8;Rahim Moore;Marqui Christian;Andrew Adams;Rolan Milligan;Jimmie Ward;Norfolk State;6.04;2009;9 1/4;71;
92;Don Jones;S;191 lbs;4,48;7,19;100,8;127,0;134,9;4,45;11,67;10,11;97,4;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;112,1;0,0;;;;;0,0;0,0;;;;4.2%;;;;;42,0;0,0;;;;;0,0;;;;;0,0;0,0;;;;3,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;;30,7;32 1/8;26,6;Charles Washington;Kentrell Brice;Peyton Thompson;Terrence Brooks;Steven Terrell;Arkansas State;7.44;2013;8 3/4;71;
93;Donovan Wilson;S;199 lbs;4,38;6,96;;127,0;124,7;;11,34;;;;;;;18,0;;;;;2,0;;;;;2,0;;;;;1,0;;;;54,0;;;;;;10,0;;;;;2,5;;;;;68.3%;36,0;;;;;1,8;;;;;1,0;;;;;0,0;;;;;669,0;;;;;37,0;;;;;3,7;;;;;0,0;;;;;55,0;;;;;5,5;25,9;33 3/8;27,0;Mykkele Thompson;Duron Harmon;Trey Marshall;Malik Golden;Vonn Bell;Texas A&M;6.40;2019;9 3/4;72;Dallas Cowboys
94;Donte Whitner;S;204 lbs;;;;132,0;134,0;4,4;;;108,9;22,0;0,0;;;;1,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;;;;;0,0;0,0;;;;85.6%;;;;;40,0;2,2;;;;;0,0;;;;;0,0;0,0;;;;558,0;0,0;;;;43,0;0,0;;;;4,3;;;;;0,0;0,0;;;;65,0;0,0;;;;6,5;;;;;35,5;;29,3;Chris Culliver;Shamarko Thomas;Earl Wolff;Steven Terrell;Dezmen Southward;Ohio State;1.08;2006;;70;
95;Doug Middleton;S;209 lbs;4,38;6,93;103,2;131,0;131,0;4,55;11,31;10,01;97,5;3,0;0,0;4,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;;;110,9;0,0;;0,0;;;0,0;0,0;0,0;;;23.4%;;57.2%;;;38,5;1,0;;0,7;;;0,0;;3,0;;;0,0;0,0;0,0;;;40,0;0,0;404,0;;;2,0;0,0;17,0;;;0,7;;2,8;;;0,0;0,0;0,0;;;5,0;0,0;21,0;;;1,7;;3,5;;;27,4;30 1/8;28,3;Ryan Murphy;Chris Banjo;Jeff Heath;Eric Reid;Clayton Fejedelem;Appalachian State;Undrafted;2016;8 7/8;72;
96;Dravon Askew-Henry;S;202 lbs;4,47;7,21;99,6;121,0;120,0;4,57;11,68;9,74;92,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,3;30 1/8;28,2;Deshon Elliott;Trae Elston;Walt Aikens;Raven Greene;Robert Golden;West Virginia;Undrafted;2019;8 7/8;71;New York Giants
97;Duke Ihenacho;S;213 lbs;4,22;6,78;100,6;122,0;120,5;4,67;11,0;10,07;89,6;12,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;111,3;0,0;;;;;0,0;0,0;;;;69.2%;;;;;35,0;0,9;;;;;0,0;;;;;2,0;0,0;;;;636,0;0,0;;;;48,0;0,0;;;;3,4;;;;;3,0;0,0;;;;60,0;0,0;;;;4,3;;;;;31,6;32 3/4;28,1;Justin Currie;Isaiah N. Johnson;Quincy Mauger;Barry Church;D.J. Swearinger;San Jose State;Undrafted;2012;9 1/4;73;
98;Duke M. Williams;S;203 lbs;4,0;7,17;101,6;126,0;126,8;4,52;11,17;10,11;97,3;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;115,5;0,0;0,0;;;;0,0;0,0;;;;28.4%;;;;;37,5;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;78,0;0,0;;;;4,0;0,0;;;;1,0;;;;;0,0;0,0;;;;4,0;0,0;;;;1,0;;;;;30,3;32    ;28,3;Jeff Heath;Rafael Bush;Ryan Murphy;Darian Stewart;Isa Abdul-Quddus;Nevada;4.08;2013;9 3/4;71;
99;Duron Harmon;S;196 lbs;4,4;7,02;97,4;125,0;123,7;4,56;11,42;9,9;90,7;5,0;7,0;6,0;7,0;19,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;1,0;4,0;4,0;2,0;2,0;0,0;0,0;0,0;0,0;100,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56.0%;;64.4%;74.0%;94.7%;36,0;0,4;0,6;0,4;0,5;1,4;0,0;3,0;0,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;456,0;0,0;895,0;877,0;930,0;21,0;16,0;31,0;17,0;36,0;1,6;1,3;2,2;1,1;2,6;0,0;0,0;0,0;1,0;0,0;26,0;23,0;37,0;24,0;55,0;2,0;1,9;2,6;1,6;3,9;30,0;30 5/8;26,6;Malik Golden;Mykkele Thompson;Robert Golden;Vonn Bell;Chris Banjo;Rutgers;3.29;2013;9 1/4;72;Detroit Lions
100;Dwight Lowery;S;201 lbs;4,38;7,31;98,0;116,0;115,0;4,54;11,69;9,71;94,6;18,0;0,0;;;;1,0;0,0;;;;1,0;0,0;;;;1,0;0,0;;;;;;;;101,2;0,0;0,0;;;;0,0;0,0;;;;97.6%;;;;;33,5;1,1;;;;;0,0;0,0;;;;2,0;0,0;;;;1003,0;0,0;;;;42,0;0,0;;;;2,6;;;;;2,0;0,0;;;;60,0;0,0;;;;3,8;;;;;35,0;30 3/8;28,0;Ed Reynolds;Trae Elston;Matthias Farley;DeAndre Houston-Carson;Eddie Pleasant;San Jose State;4.14;2008;9 1/2;71;
101;Dymonte Thomas;S;194 lbs;4,51;6,89;;118,0;114,3;4,55;11,4;9,73;90,5;0,0;4,0;4,0;;;0,0;0,0;0,0;;;0,0;0,0;1,0;;;0,0;0,0;1,0;;;0,0;0,0;;;;0,0;0,0;6,0;;;0,0;0,0;1,0;;;;;13.6%;;;32,5;;2,0;0,8;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;301,0;;;0,0;3,0;2,0;;;;1,5;0,4;;;0,0;0,0;0,0;;;0,0;7,0;6,0;;;;3,5;1,2;;;27,2;30 1/2;27,1;DeAndre Houston-Carson;Charlie Miller;Andrew Adams;Tre Boston;Tedric Thompson;Michigan ;Undrafted;2017;9    ;71;
102;Earl Thomas;S;208 lbs;;;;113,0;110,9;4,49;;;102,4;23,0;34,0;7,0;19,0;;0,0;1,0;0,0;1,0;;1,0;0,0;0,0;1,0;;2,0;2,0;3,0;2,0;;0,0;0,0;0,0;;;0,0;0,0;0,0;8,0;;0,0;0,0;0,0;1,5;;94.4%;;95.2%;100.0%;;32,0;2,1;2,4;1,8;1,3;;0,0;4,0;2,0;1,0;;0,0;1,0;0,0;1,0;;692,0;0,0;249,0;877,0;;23,0;54,0;15,0;30,0;;2,1;3,9;3,8;2,0;;0,0;1,0;0,0;2,0;;46,0;88,0;22,0;49,0;;4,2;6,3;5,5;3,3;;31,7;31 1/4;29,8;Patrick Chung;Jamarca Sanford;Marcus Maye;Eddie Pleasant;DeAndre Houston-Carson;Texas;1.14;2010;9 3/8;70;Baltimore Ravens
103;Earl Wolff;S;209 lbs;4,07;6,96;;134,0;133,3;4,44;11,03;10,2;107,6;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;39,0;;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;31,1;31 1/2;29,1;Shamarko Thomas;Donte Whitner;Darrell Stuckey;Eric Berry;Dezmen Southward;North Carolina State;5.03;2013;9 1/8;71;
104;Ed Reynolds;S;207 lbs;4,49;7,18;95,9;116,0;113,3;4,57;11,67;9,74;94,9;13,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;95,0;10,0;;;;;10,0;0,0;;;;93.9%;;;;;32,5;1,6;;;;;0,0;;;;;0,0;0,0;;;;505,0;0,0;;;;27,0;0,0;;;;3,4;;;;;0,0;0,0;;;;40,0;0,0;;;;5,0;;;;;29,3;30 3/4;27,3;Dean Marlowe;Ha Ha Clinton-Dix;Damarius Travis;Andrew Adams;Calvin Pryor;Stanford;5.22;2014;8 1/2;73;
105;Eddie Pleasant;S;211 lbs;4,28;7,12;104,2;116,0;115,0;4,53;11,4;9,79;100,2;3,0;6,0;2,0;;;0,0;1,0;0,0;;;0,0;0,0;0,0;;;0,0;1,0;0,0;;;0,0;0,0;;;116,4;0,0;21,0;0,0;;;0,0;2,0;0,0;;;33.4%;;32.9%;;;33,5;0,3;0,5;0,5;;;0,0;2,0;0,0;;;0,0;0,0;0,0;;;222,0;0,0;240,0;;;13,0;21,0;4,0;;;1,2;1,6;1,0;;;1,0;0,0;1,0;;;16,0;27,0;6,0;;;1,5;2,1;1,5;;;32,1;31    ;30,3;DeAndre Houston-Carson;Marcus Maye;Jamarca Sanford;T.J. Ward;Patrick Chung;Oregon;Undrafted;2012;9 1/4;70;
106;Eric Berry;S;211 lbs;4,23;6,8;106,2;130,0;138,1;4,4;11,03;10,47;112,6;19,0;4,0;3,0;;;1,0;0,0;0,0;;;0,0;0,0;0,0;;;4,0;0,0;0,0;;;0,0;0,0;;;129,6;0,0;0,0;0,0;;;0,0;0,0;0,0;;;100.0%;;69.2%;;;43,0;1,2;4,0;1,5;;;0,0;0,0;0,0;;;2,0;0,0;0,0;;;1083,0;0,0;143,0;;;57,0;3,0;8,0;;;3,6;3,0;4,0;;;2,0;0,0;0,0;;;76,0;7,0;11,0;;;4,8;7,0;5,5;;;32,1;33 1/4;27,8;David Bruton;Dezmen Southward;Earl Wolff;Gerald Sensabaugh;Michael Huff;Tennessee;5.01;2010;9 5/8;73;
107;Eric Murray;S;199 lbs;4,05;7,08;102,0;124,0;129,2;4,49;11,13;10,19;97,9;1,0;6,0;13,0;;28,0;0,0;0,0;0,0;;1,0;1,0;0,0;0,0;;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;119,7;0,0;9,0;0,0;;18,0;0,0;1,0;0,0;;2,0;11.5%;;88.9%;52.7%;95.4%;39,5;0,3;0,5;1,3;;2,0;0,0;5,0;2,0;;2,0;0,0;0,0;0,0;;0,0;30,0;0,0;695,0;248,0;930,0;2,0;24,0;40,0;;44,0;0,5;1,8;4,0;;3,1;0,0;1,0;0,0;;0,0;3,0;30,0;53,0;;72,0;0,8;2,3;5,3;;5,1;27,1;31 3/4;27,8;Nick Scott;J.T. Hassell;Saquan Hampton;Ryan Murphy;Rafael Bush;Minnesota;4.08;2016;9    ;71;Houston Texans
