;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;40-Yard Dash;Agility Score;Athleticism Score;Bench Press;Broad Jump;Burst Score;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Playmaking Radius;Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Speed Score;Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2014);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
311;Renell Wren;DL;318 lbs;4,53;7,65;5,01;12,18;105,0;30,0;118,0;113,4;;;;;4,0;;;;;0,0;;;;;0,0;;;;;0,0;;10,27;;;;0,0;;124,2;;;;0,0;;100,9;32,0;;;;0,5;;;61,0;;;;;0,0;;;;;;23.1%;;;;;524,0;;;;;4,0;;;;;0,5;;;;;0,0;;;;;8,0;;;;;1,0;;25,3;33 7/8;37,7;Al Woods;Nick Williams;Ra'Shede Hageman;Nathan Shepherd;Carl Davis;Arizona State;4.23;2019;10    ;77;Cincinnati Bengals
312;Richard Ash;DL;312 lbs;4,93;7,95;5,48;12,88;90,9;20,0;93,0;92,4;;3,0;5,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,61;1,0;2,0;;;;81,8;0,0;0,0;;;;69,2;27,0;1,5;0,6;;;;;;;0,0;0,0;;;;;34.8%;38.2%;;;;49,0;192,0;;;;3,0;9,0;;;;1,5;1,1;;;;1,0;2,0;;;;6,0;14,0;;;;3,0;1,8;;;;28,5;33 1/2;38,0;Paul Boyette;Anthony Johnson;Austin Johnson;Woodrow Hamilton;Brian Price;Western Michigan;Undrafted;2015;9 1/2;76;
313;Rickey Hatley;DL;308 lbs;4,86;7,8;5,3;12,66;96,2;20,0;105,0;101,8;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,78;0,0;0,0;;;;87,0;0,0;0,0;;;;78,1;29,0;;0,0;;;;;;;0,0;0,0;;;;;;36.8%;;;;0,0;25,0;;;;0,0;1,0;;;;;1,0;;;;0,0;0,0;;;;0,0;1,0;;;;;1,0;;;;26,8;33 5/8;38,5;Davon Godchaux;Brandon Thompson;Will Sutton;Woodrow Hamilton;Jarran Reed;Missouri;Undrafted;2017;9 3/8;75;
314;Ricky Ali'fua;DL;297 lbs;;;;;;;112,0;112,1;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;0,0;0,0;;;;;0,0;0,0;;;;;33,0;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;29,2;32 1/2;38,1;Sheldon Richardson;Larry Ogunjobi;Mike Purcell;Rakeem Nunez-Roches;Pasoni Tasini;Utah State;Undrafted;2017;9 3/8;74;
315;Ricky Jean-Francois;DL;295 lbs;4,72;7,89;5,18;12,61;94,7;25,0;96,0;92,2;;19,0;6,0;11,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;9,75;3,0;1,0;2,0;;;95,3;11,0;0,0;14,0;;;81,9;26,0;1,5;0,9;0,9;;;0,0;;;1,5;0,0;2,0;;;;43.6%;22.7%;48.7%;;;377,0;104,0;686,0;;;13,0;7,0;20,0;;;1,0;1,0;1,7;;;3,0;1,0;2,0;;;32,0;13,0;31,0;;;2,5;1,9;2,6;;;34,2;34    ;36,9;Devaroe Lawrence;Treyvon Hester;Tom Johnson;Mike Bennett;LSU;7.35;2009;10 3/8;75;;
316;Ricky Walker;DL;284 lbs;4,81;7,88;5,01;12,69;;24,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,8;29 1/4;36,5;Tyrunn Walker;Dominique Easley;Mike Bennett;Maurice Hurst;Adam Gotsis;Virginia Tech;Undrafted;2019;9    ;74;
317;Rob Windsor;DL;290 lbs;4,44;7,47;4,9;11,91;97,6;21,0;111,0;104,0;;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;10,22;;;;;0,0;103,2;;;;;0,0;100,6;28,5;;;;;0,0;;;76,0;;;;;0,0;;;;;;7.3%;;;;;124,0;;;;;2,0;;;;;1,0;;;;;0,0;;;;;2,0;;;;;1,0;24,0;33 1/8;34,4;Sharrif Floyd;Xavier Cooper;Malik McDowell;Frostee Rucker;Tyrunn Walker;Penn State;6.14;2020;9 7/8;77;Indianapolis Colts
318;Robert Nkemdiche;DL;294 lbs;;;4,87;;;28,0;116,0;117,5;;1,0;7,0;11,0;;;0,0;0,0;1,0;;;0,0;1,0;1,0;;;0,0;1,0;0,0;;;;0,0;3,0;5,0;;;;0,0;0,0;25,0;;;104,5;35,0;0,3;0,9;1,2;;;0,0;;;0,0;0,0;4,5;;;;24.7%;37.5%;66.9%;;;45,0;188,0;604,0;;;0,0;4,0;22,0;;;0,0;0,5;2,4;;;0,0;3,0;6,0;;;1,0;11,0;33,0;;;0,3;1,4;3,7;;;26,4;33 7/8;36,7;Sheldon Richardson;Sheldon Rankins;Kendall Reyes;Ricky Ali'fua;Joel Heath;Mississippi;1.29;2016;10 3/4;75;
319;Robert Thomas;DL;327 lbs;5,07;8,0;5,26;13,07;102,2;32,0;96,0;91,4;;4,0;14,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,46;0,0;4,0;;;;107,2;4,0;0,0;;;;85,4;25,5;0,8;2,0;;;;;;;1,0;0,0;;;;;10.5%;27.4%;;;;34,0;128,0;;;;1,0;2,0;;;;0,2;0,3;;;;0,0;4,0;;;;5,0;16,0;;;;1,0;2,3;;;;30,0;33 7/8;43,1;Domata Peko;Nile Lawrence-Stample;Josh Tupou;Ian Williams;D.J. Jones;Arkansas;Undrafted;2014;10    ;73;
320;Rodney Gunter;DL;298 lbs;4,75;7,4;5,05;12,15;97,7;20,0;115,0;103,4;;8,0;6,0;15,0;12,0;;0,0;0,0;2,0;0,0;;1,0;0,0;2,0;0,0;;1,0;0,0;0,0;0,0;;9,97;0,0;0,0;6,0;6,0;;89,6;15,0;6,0;36,0;23,0;;91,6;27,0;0,8;0,5;1,2;0,9;;0,0;0,0;;1,5;1,0;4,5;3,0;;;23.2%;28.6%;66.1%;70.8%;;143,0;224,0;871,0;879,0;;7,0;9,0;28,0;17,0;;0,7;0,8;2,2;1,3;;0,0;0,0;7,0;6,0;;15,0;15,0;43,0;29,0;;1,5;1,3;3,3;2,2;;29,0;33 3/8;36,3;Jerel Worthy;Leonard Williams;Eddie Vanderdoes;Tyrunn Walker;Stacy McGee;Delaware State;4.17;2015;10    ;76;
321;Ronald Ollie;DL;292 lbs;4,86;7,94;4,99;12,8;103,2;22,0;113,0;116,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,7;32    ;38,5;Sheldon Rankins;Robert Nkemdiche;Connor Wujciak;Sheldon Richardson;Justin Zimmer;Nicholls State;Undrafted;2019;9    ;73;
322;Ross Blacklock;DL;290 lbs;4,67;7,77;4,9;12,44;;;107,0;102,8;;;;;;5,0;;;;;0,0;;;;;0,0;;;;;0,0;9,96;;;;;0,0;;;;;;0,0;100,6;29,0;;;;;0,6;;;0,0;;;;;0,0;;;;;;22.2%;;;;;599,0;;;;;5,0;;;;;0,6;;;;;1,0;;;;;10,0;;;;;1,1;22,6;32 3/8;36,2;Dominique Easley;Shy Tuttle;Quinton Jefferson;Mike Daniels;Sharrif Floyd;TCU;2.08;2020;9 3/4;75;Houston Texans
323;Roy Miller;DL;310 lbs;4,74;8,01;4,95;12,75;108,5;36,0;103,0;105,9;;3,0;4,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,91;2,0;1,0;;;;133,6;0,0;0,0;;;;103,3;32,0;1,0;0,8;;;;;;;0,0;0,0;;;;;42.7%;18.8%;;;;91,0;63,0;;;;8,0;2,0;;;;2,7;0,4;;;;2,0;1,0;;;;11,0;6,0;;;;3,7;1,2;;;;33,6;32 3/4;40,9;Khyri Thornton;Jay Bromley;Andrew Billings;;;Texas;3.17;2009;9 7/8;73;
324;Roy Robertson-Harris;DL;251 lbs;4,26;7,31;4,89;11,57;95,3;23,0;119,0;119,0;;0,0;4,0;11,0;8,0;3,0;0,0;0,0;2,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;10,59;0,0;0,0;1,0;1,0;0,0;114,1;0,0;7,0;32,0;27,0;0,0;87,8;35,0;;0,5;1,0;0,6;0,4;0,0;0,0;0,0;0,0;2,0;3,0;2,5;0,0;;;34.5%;37.0%;61.5%;46.0%;0,0;167,0;675,0;758,0;533,0;0,0;7,0;9,0;21,0;8,0;;0,9;0,8;1,6;1,0;0,0;0,0;2,0;1,0;1,0;0,0;11,0;20,0;29,0;11,0;;1,4;1,8;2,2;1,4;27,5;33 1/8;29,8;Vontarrius Dora;Joby Saint Fleur;Paul Anau;Connor Wujciak;Kasim Edebali;UTEP;Undrafted;2016;9 1/4;77;Chicago Bears
325;Ryan Bee;DL;282 lbs;4,47;7,42;5,13;11,89;92,0;21,0;97,0;100,4;;;;;1,0;;;;;0,0;;;;;0,0;;;;;0,0;;10,26;;;;0,0;;98,3;;;;0,0;;81,4;30,5;;;;1,0;;;0,0;;;;;0,0;;;;;;4.2%;;;;;71,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;1,0;;;;;1,0;;25,2;33 3/8;32,6;Steve McLendon;Adam Gotsis;Matt Dickerson;Mehdi Abdesmad;Casey Sayles;Marshall;Undrafted;2019;10 1/8;78;Washington
326;Ryan Carrethers;DL;337 lbs;4,6;7,89;5,47;12,49;101,9;32,0;87,0;87,7;;2,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,53;0,0;0,0;;;;115,7;0,0;0,0;;;;75,3;26,0;0,7;;;;;;;;0,0;0,0;;;;;20.3%;;;;;38,0;0,0;;;;3,0;0,0;;;;1,0;;;;;0,0;0,0;;;;5,0;0,0;;;;1,7;;;;;29,9;31 3/4;44,5;Damon Harrison;Stevie Tu'ikolovatu;Chris Mayes;Justin Ellis;Grover Stewart;Arkansas State;5.25;2014;9 3/8;73;
327;Ryan Glasgow;DL;302 lbs;4,5;7,55;5,13;12,05;98,0;20,0;105,0;99,3;87,2;0,0;11,0;7,0;6,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;9,98;0,0;4,0;0,0;0,0;0,0;95,2;0,0;0,0;0,0;0,0;0,0;87,2;27,5;;0,8;2,3;1,5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;37.7%;40.9%;40.8%;23.7%;0,0;371,0;225,0;267,0;59,0;0,0;13,0;5,0;2,0;2,0;;0,9;1,7;0,5;2,0;0,0;4,0;1,0;0,0;0,0;0,0;24,0;12,0;8,0;3,0;;1,7;4,0;2,0;3,0;27,3;33 3/8;37,7;Kaleb Eulls;Olsen Pierre;Tanzel Smart;Terrell McClain;Kawann Short;Michigan;4.31;2017;9 5/8;75;
328;Sealver Siliga;DL;305 lbs;4,75;7,7;5,04;12,45;102,4;29,0;100,0;99,3;;5,0;6,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,94;0,0;1,0;;;;111,0;3,0;0,0;;;;94,5;29,0;0,7;1,2;;;;;;;1,0;0,0;;;;;25.7%;25.8%;;;;128,0;78,0;;;;5,0;3,0;;;;0,7;0,6;;;;0,0;1,0;;;;10,0;9,0;;;;1,4;1,8;;;;30,8;34 1/2;39,2;Matt Ioannidis;Kenny Clark;Timmy Jernigan;Jurrell Casey;Caleb Brantley;Utah;Undrafted;2011;10    ;74;
329;Sebastian Joseph;DL;299 lbs;4,56;7,4;5,02;11,96;101,3;24,0;102,0;104,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,9;34 1/2;37,4;Casey Sayles;Eddie Vanderdoes;Leonard Williams;Willie Henry;Jared Odrick;Rutgers;6.21;2018;10 5/8;75;Los Angeles Rams
330;Sen'Derrick Marks;DL;306 lbs;4,76;7,8;5,0;12,56;102,4;16,0;114,0;113,1;;4,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;1,0;0,0;;;;10,09;3,0;0,0;;;;92,4;22,0;0,0;;;;97,9;33,0;0,3;;;;;;;;3,5;0,0;;;;;51.6%;;;;;440,0;0,0;;;;17,0;0,0;;;;1,3;;;;;3,0;0,0;;;;21,0;0,0;;;;1,6;;;;;33,9;34 1/2;39,3;Ego Ferguson;Stephen paea;Stacy McGee;Pat Sims;DeShawn Williams;Auburn;2.30;2009;10 5/8;74;
331;Shakir Soto;DL;290 lbs;;;5,18;;;18,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;0,0;0,0;;;;;0,0;0,0;;;;80,6;21,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;27,0;34    ;36,2;Devaroe Lawrence;Steve McLendon;Treyvon Hester;Tom Johnson;Leger Douzable;Pittsburgh;Undrafted;2017;10 1/2;75;
332;Shamar Stephen;DL;309 lbs;4,89;7,81;5,25;12,7;95,9;25,0;102,0;102,9;;23,0;20,0;17,0;10,0;16,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;1,0;0,0;9,91;1,0;0,0;0,0;0,0;2,0;98,2;0,0;9,0;17,0;7,0;9,0;81,3;30,5;1,6;1,7;1,3;0,8;1,1;0,0;0,0;15,0;0,0;1,0;2,0;1,0;0,5;;56.1%;42.8%;54.6%;58.1%;56.6%;489,0;309,0;764,0;855,0;914,0;16,0;8,0;7,0;13,0;14,0;1,1;0,7;0,5;1,0;1,0;1,0;0,0;0,0;0,0;2,0;39,0;28,0;24,0;23,0;30,0;2,8;2,3;1,8;1,8;2,1;29,9;33 1/8;36,6;Letroy Guion;John Hughes;DaJohn Harris;Dalvin Tomlinson;Deandre Coleman;Connecticut;7.05;2014;10    ;77;Minnesota Vikings
333;Sharrif Floyd;DL;297 lbs;4,75;7,4;4,92;12,15;;;106,0;104,0;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,03;0,0;0,0;;;;;0,0;0,0;;;;101,4;30,0;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;29,7;31 2/3;37,1;Tyrunn Walker;Leonard Williams;Eddie Vanderdoes;Stephon Tuitt;Dominique Easley;Florida;1.23;2013;10 1/8;75;
334;Shelby Harris;DL;285 lbs;4,57;7,52;4,93;12,09;102,3;25,0;110,0;109,4;;0,0;13,0;18,0;24,0;10,0;0,0;0,0;3,0;9,0;5,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;10,22;0,0;2,0;6,0;3,0;1,0;109,7;0,0;35,0;21,0;33,0;20,0;96,5;32,0;;0,8;1,1;1,5;1,0;0,0;0,0;0,0;0,0;5,5;2,0;6,0;2,5;;;54.1%;38.1%;64.4%;54.4%;0,0;515,0;1023,0;1007,0;667,0;0,0;21,0;22,0;25,0;18,0;;1,3;1,4;1,6;1,8;0,0;2,0;6,0;3,0;2,0;0,0;34,0;40,0;49,0;28,0;;2,1;2,5;3,1;2,8;29,5;34 5/8;36,6;Josh Banks;Isaac Rochell;Christian Covington;Sheldon Richardson;Bobby Richardson;Illinois State;7.20;2014;9 1/2;74;Denver Broncos
335;Sheldon Day;DL;293 lbs;4,5;7,44;5,07;11,94;102,5;21,0;102,0;102,0;;2,0;9,0;3,0;5,0;1,0;0,0;0,0;2,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,98;2,0;3,0;0,0;1,0;0,0;99,8;4,0;15,0;13,0;7,0;0,0;88,7;30,0;0,3;0,9;0,3;0,5;0,3;0,0;0,0;0,0;1,0;2,0;2,0;1,0;0,0;;20.5%;44.3%;36.6%;36.6%;24.9%;98,0;278,0;601,0;673,0;193,0;5,0;10,0;7,0;9,0;1,0;0,7;1,0;0,8;0,8;0,3;2,0;3,0;0,0;1,0;0,0;7,0;19,0;10,0;14,0;2,0;1,0;1,9;1,1;1,3;0,7;26,6;32 5/8;39,7;Taniela Tupou;Terrell McClain;Willie Henry;Christian Covington;Corey Liuget;Notre Dame;4.05;2016;9 5/8;72;Indianapolis Colts
336;Sheldon Rankins;DL;299 lbs;4,59;7,44;5,03;12,03;108,0;28,0;118,0;117,7;;8,0;11,0;16,0;2,0;8,0;0,0;0,0;1,0;0,0;1,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,21;1,0;4,0;3,0;0,0;2,0;118,3;32,0;13,0;61,0;14,0;17,0;93,4;34,5;0,9;0,9;1,1;0,4;0,9;0,0;0,0;0,0;3,5;2,0;8,0;2,0;1,5;;60.2%;80.8%;65.6%;56.9%;44.7%;336,0;621,0;924,0;311,0;595,0;12,0;16,0;24,0;7,0;12,0;1,3;1,3;1,6;1,4;1,3;1,0;4,0;3,0;0,0;2,0;20,0;27,0;40,0;9,0;20,0;2,2;2,3;2,7;1,8;2,2;26,8;33 3/8;39,4;Robert Nkemdiche;Julius Warmsley;Rakeem Nunez-Roches;Sheldon Richardson;Kyle Peko;Louisville;1.12;2016;9 3/8;73;New Orleans Saints
337;Sheldon Richardson;DL;294 lbs;4,59;7,33;5,02;11,92;104,0;30,0;116,0;112,4;;27,0;21,0;22,0;23,0;26,0;0,0;0,0;0,0;4,0;3,0;1,0;1,0;0,0;3,0;1,0;2,0;2,0;0,0;0,0;0,0;10,26;10,0;2,0;3,0;2,0;3,0;118,8;17,0;11,0;44,0;17,0;43,0;92,6;32,0;1,8;1,4;1,4;1,4;1,9;0,0;0,0;0,0;1,5;1,5;4,5;3,0;4,5;;80.5%;66.0%;71.9%;78.1%;71.9%;762,0;650,0;998,0;1016,0;909,0;37,0;24,0;26,0;39,0;27,0;2,5;1,6;1,6;2,4;1,9;13,0;3,0;4,0;3,0;3,0;64,0;45,0;48,0;62,0;53,0;4,3;3,0;3,0;3,9;3,8;30,2;34 1/2;36,7;Ricky Ali'fua;Josh Banks;Patrick Ricard;Shelby Harris;Tenny Palepoi;Missouri;1.13;2013;10 1/2;75;Cleveland Browns
338;Shy Tuttle;DL;290 lbs;4,66;7,4;4,93;12,06;100,6;21,0;110,0;102,6;;;;;11,0;10,0;;;;2,0;2,0;;;;0,0;0,0;;;;0,0;0,0;10,01;;;;2,0;1,0;96,2;;;;10,0;0,0;98,2;28,0;;;;0,8;1,1;;21,0;43,0;;;;2,5;0,0;;;;;37.6%;32.0%;;;;822,0;571,0;;;;8,0;14,0;;;;0,6;1,6;;;;2,0;1,0;;;;19,0;24,0;;;;1,5;2,7;25,3;33 3/8;37,2;Quinton Jefferson;Dominique Easley;Tyrunn Walker;Sharrif Floyd;T.Y. McGill;Tennessee;Undrafted;2019;9 3/4;74;New Orleans Saints
339;Sidney Malauulu;DL;292 lbs;4,82;7,68;5,08;12,5;101,4;29,0;105,0;101,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32    ;38,5;Timmy Jernigan;Matt Ioannidis;Sheldon Day;Ryan Glasgow;Ed Stinson;Wyoming;Undrafted;2019;9 7/8;73;
340;Stacy McGee;DL;308 lbs;;;5,03;;;;;;;4,0;23,0;3,0;3,0;;0,0;0,0;0,0;0,0;;2,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;;2,0;2,0;0,0;0,0;;;15,0;0,0;3,0;8,0;;96,2;;0,5;1,6;0,6;3,0;;0,0;0,0;;2,5;0,0;1,0;0,5;;;36.7%;41.4%;23.7%;27.9%;;190,0;395,0;308,0;61,0;;13,0;21,0;6,0;0,0;;1,6;1,5;1,2;0,0;;2,0;2,0;0,0;0,0;;17,0;44,0;9,0;3,0;;2,1;3,1;1,8;3,0;;31,0;34 1/2;38,5;Pat Sims;Sen'Derrick Marks;DeShawn Williams;Vincent Taylor;Stephen paea;Oklahoma;6.37;2013;9 3/4;75;
341;Star Lotulelei;DL;320 lbs;4,63;7,79;5,14;12,42;104,6;38,0;105,0;103,5;;12,0;19,0;7,0;9,0;;0,0;0,0;1,0;0,0;;1,0;0,0;0,0;0,0;;0,0;1,0;0,0;0,0;;10,01;2,0;5,0;2,0;0,0;;136,3;18,0;19,0;0,0;4,0;;91,7;30,0;1,0;1,5;0,9;0,8;;0,0;0,0;;4,0;1,5;0,0;2,0;;;67.5%;63.0%;47.3%;47.8%;;517,0;481,0;490,0;736,0;;13,0;6,0;8,0;10,0;;1,1;0,5;1,0;0,8;;3,0;5,0;2,0;1,0;;25,0;25,0;15,0;19,0;;2,1;1,9;1,9;1,6;;31,1;33 4/7;38,9;Deandre Coleman;Rodney Coe;Quinton Dial;Josh Tupou;Justin Hamilton;Utah;1.14;2013;9 3/4;76;Buffalo Bills
342;Stefan Charles;DL;302 lbs;4,77;8,06;5,25;12,83;94,3;18,0;105,0;110,3;;5,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,03;1,0;0,0;;;;91,0;0,0;0,0;;;;79,5;34,0;0,8;;;;;;;;0,0;0,0;;;;;37.7%;;;;;137,0;0,0;;;;7,0;0,0;;;;1,2;;;;;1,0;0,0;;;;12,0;0,0;;;;2,0;;;;;32,7;32 3/4;35,8;Claude Pelon;Jay Bromley;Hassan Ridgeway;Joey Ivie;Davon Godchaux;Regina;Undrafted;2013;8    ;77;
343;Stephen paea;DL;303 lbs;;;4,98;;;49,0;;;;8,0;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;0,0;2,0;;;;;5,0;0,0;;;;98,5;;1,1;0,3;;;;;;;0,5;0,0;;;;;41.4%;53.9%;;;;196,0;145,0;;;;6,0;3,0;;;;0,9;0,8;;;;0,0;2,0;;;;14,0;4,0;;;;2,0;1,0;;;;32,7;32 7/8;40,0;Sen'Derrick Marks;Stacy McGee;Tyrunn Walker;Pat Sims;DeShawn Williams;Oregon State;2.21;2011;10    ;73;
344;Stephon Tuitt;DL;304 lbs;;;4,92;;;31,0;;;;14,0;11,0;22,0;8,0;14,0;0,0;0,0;4,0;0,0;1,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;;4,0;7,0;5,0;3,0;3,0;;35,0;31,0;47,0;27,0;60,0;103,8;;1,0;1,0;1,6;1,6;1,2;0,0;17,0;39,0;4,0;3,5;5,5;3,5;9,0;;89.7%;80.6%;79.7%;79.4%;76.1%;763,0;519,0;870,0;349,0;750,0;23,0;15,0;22,0;14,0;27,0;1,6;1,4;1,6;2,8;2,3;4,0;7,0;5,0;3,0;3,0;37,0;26,0;44,0;22,0;41,0;2,6;2,4;3,1;4,4;3,4;27,7;34 3/4;36,0;Sharrif Floyd;Malik McDowell;Tyrunn Walker;Stacy McGee;Corey Peters;Notre Dame;2.14;2014;10    ;77;Pittsburgh Steelers
345;Steve McLendon;DL;280 lbs;4,45;7,35;5,2;11,8;96,3;31,0;102,0;101,2;;9,0;17,0;16,0;15,0;17,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;10,15;5,0;8,0;3,0;6,0;3,0;116,2;18,0;12,0;7,0;28,0;0,0;76,6;29,5;1,0;1,1;1,1;1,0;1,4;0,0;0,0;0,0;3,5;1,5;0,5;2,5;0,0;;55.4%;47.1%;44.1%;45.0%;46.8%;320,0;476,0;1005,0;973,0;789,0;18,0;28,0;19,0;19,0;13,0;2,0;1,9;1,3;1,3;1,1;5,0;8,0;3,0;7,0;3,0;27,0;45,0;35,0;34,0;30,0;3,0;3,0;2,3;2,3;2,5;35,1;;34,1;Shakir Soto;Adam Gotsis;Mitchell Loewen;Mehdi Abdesmad;Dominique Easley;Troy;Undrafted;2009;;76;Tampa Bay Buccaneers
346;Stevie Tu'ikolovatu;DL;331 lbs;5,0;7,83;5,45;12,83;99,0;28,0;91,0;87,2;73,0;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,38;0,0;0,0;;;;96,5;0,0;0,0;;;;75,0;24,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;29,6;33    ;43,7;Damon Harrison;Ryan Carrethers;Xavier Cooper;Justin Ellis;Lucas Niang;USC;7.05;2017;10 1/4;73;
347;Sylvester Williams;DL;313 lbs;4,8;7,93;5,03;12,73;100,4;27,0;102,0;96,1;;8,0;8,0;6,0;3,0;5,0;0,0;0,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,77;2,0;3,0;0,0;0,0;0,0;104,1;7,0;0,0;0,0;0,0;0,0;97,8;26,5;0,6;0,8;0,9;0,8;1,0;0,0;51,0;72,0;1,0;0,0;0,0;0,0;0,0;;59.3%;38.3%;51.8%;26.1%;39.7%;526,0;244,0;454,0;245,0;343,0;20,0;11,0;7,0;2,0;3,0;1,5;1,1;1,0;0,5;0,6;3,0;3,0;0,0;0,0;0,0;28,0;19,0;13,0;5,0;8,0;2,2;1,9;1,9;1,3;1,6;32,2;33 1/2;39,1;Brandon Mebane;Nazair Jones;L.J. Walton;A'Shawn Robinson;;North Carolina;1.28;2013;10 3/4;75;
