;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;40-Yard Dash;Agility Score;Athleticism Score;Bench Press;Broad Jump;Burst Score;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Playmaking Radius;Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Speed Score;Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2014);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
34;Brandon Thompson;DL;314 lbs;4,71;7,97;5,2;12,68;104,1;35,0;100,0;102,7;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,87;0,0;0,0;;;;126,4;0,0;0,0;;;;85,9;31,0;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;31,3;33 1/2;40,3;Deon Simon;Davon Godchaux;Rickey Hatley;Akeem Spence;Jarran Reed;Clemson;3.30;2012;10    ;74;
35;Brandon Williams;DL;335 lbs;4,91;8,09;5,37;13,0;106,6;38,0;102,0;101,2;;21,0;12,0;15,0;25,0;13,0;0,0;0,0;1,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;9,57;4,0;5,0;2,0;3,0;3,0;128,8;3,0;0,0;8,0;6,0;0,0;80,6;29,5;1,3;1,1;1,1;1,8;1,4;0,0;43,0;63,0;1,0;0,0;1,0;1,0;0,0;;63.6%;61.1%;53.5%;65.8%;42.0%;633,0;433,0;868,0;815,0;588,0;30,0;18,0;21,0;12,0;17,0;1,9;1,6;1,5;0,9;1,9;4,0;5,0;2,0;3,0;3,0;51,0;30,0;36,0;37,0;30,0;3,2;2,7;2,6;2,6;3,3;32,0;32 4/7;44,2;Xavier Williams;Dan Williams;Lucas Niang;Eli Ankou;D.J. Reader;Missouri Southern;3.32;2013;9 3/4;73;Baltimore Ravens
36;Brian Price;DL;318 lbs;4,72;8,22;5,22;12,94;96,9;20,0;103,0;97,4;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,58;0,0;0,0;;;;90,2;0,0;0,0;;;;85,7;27,0;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,6;31    ;39,7;Ahtyba Rubin;Kyle Love;Woodrow Hamilton;Xavier Williams;L.J. Walton;UTSA;Undrafted;2016;9 1/8;75;
37;Broderick Washington;DL;305 lbs;;;;;;23,0;;;;;;;;2,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;;0,0;;;;;;0,0;;;;;;;1,0;;;57,0;;;;;0,0;;;;;;36.5%;;;;;126,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;2,0;;;;;1,0;;32 1/2;39,2;Array;Texas Tech;5.25;2020;10 3/8;74;Baltimore Ravens;;;;
38;Bruce Hector;DL;299 lbs;4,69;7,85;5,03;12,54;103,2;26,0;108,0;111,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,3;32 7/8;38,4;Sen'Derrick Marks;Javon Hargrave;Claude Pelon;Jay Bromley;Ricky Ali'fua;South Florida;Undrafted;2018;10 1/4;74;Carolina Panthers
39;Bryan Mone;DL;366 lbs;5,41;7,88;5,53;13,29;98,0;20,0;96,0;92,2;;;;;3,0;4,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;9,35;;;;0,0;1,0;83,2;;;;0,0;3,0;78,3;26,0;;;;1,5;0,8;;0,0;0,0;;;;0,0;0,5;;;;;31.7%;31.9%;;;;139,0;386,0;;;;0,0;3,0;;;;0,0;0,6;;;;0,0;1,0;;;;3,0;7,0;;;;1,5;1,4;25,3;33 5/8;45,7;Richard Ash;Derrick Nnadi;Damon Harrison;Joe Vellano;Lucas Niang;Michigan;Undrafted;2019;10 1/2;75;Seattle Seahawks
40;Byron Cowart;DL;298 lbs;4,62;7,66;5,16;12,28;99,8;26,0;111,0;106,5;;;;;1,0;13,0;;;;0,0;1,0;;;;0,0;0,0;;;;0,0;0,0;10,01;;;;0,0;3,0;105,2;;;;0,0;5,0;84,1;30,0;;;;0,5;1,1;;0,0;0,0;;;;0,0;1,0;;;;;29.4%;46.4%;;;;126,0;718,0;;;;1,0;11,0;;;;0,5;0,9;;;;0,0;3,0;;;;2,0;24,0;;;;1,0;2,0;24,7;33 3/4;37,2;Tenny Palepoi;Pasoni Tasini;Christian Ringo;Maurice Hurst;Devaroe Lawrence;Maryland;5.21;2019;10    ;75;New England Patriots
41;Caleb Brantley;DL;307 lbs;4,62;7,66;5,14;12,28;98,3;21,0;105,0;98,4;88,0;0,0;5,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;1,0;0,0;;;9,83;0,0;3,0;0,0;;;93,9;0,0;13,0;0,0;;;88,0;27,0;;0,5;0,0;;;0,0;;;0,0;2,0;0,0;;;;;28.3%;16.7%;;;0,0;189,0;126,0;;;0,0;14,0;1,0;;;;1,4;0,5;;;0,0;3,0;0,0;;;0,0;19,0;1,0;;;;1,9;0,5;;;26,4;32    ;38,4;Bennie Logan;Kenny Clark;Jurrell Casey;Dalvin Tomlinson;Timmy Jernigan;Florida;6.01;2017;9 3/4;75;Washington
42;Cam Thomas;DL;330 lbs;4,78;7,68;5,16;12,46;103,2;31,0;102,0;100,3;;8,0;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,98;0,0;0,0;;;;115,9;5,0;0,0;;;;93,1;29,0;0,7;1,0;;;;;;;1,0;0,0;;;;;38.9%;22.1%;;;;280,0;15,0;;;;8,0;0,0;;;;0,7;0,0;;;;0,0;0,0;;;;16,0;1,0;;;;1,5;1,0;;;;34,1;34 3/4;40,2;Phil Taylor;Grover Stewart;A'Shawn Robinson;Jordan Phillips;Montori Hughes;North Carolina;5.15;2010;10 1/2;76;
43;Caraun Reid;DL;302 lbs;4,58;7,59;4,91;12,17;101,0;20,0;104,0;97,1;;3,0;0,0;5,0;3,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;9,93;0,0;0,0;2,0;1,0;0,0;96,9;9,0;0,0;2,0;0,0;0,0;103,9;26,5;0,6;;0,6;1,0;0,7;0,0;0,0;0,0;1,0;0,0;0,5;0,0;0,0;;26.8%;;32.3%;67.3%;26.9%;91,0;0,0;496,0;202,0;227,0;2,0;0,0;5,0;1,0;3,0;0,4;;0,6;0,3;1,0;1,0;0,0;2,0;1,0;0,0;5,0;0,0;10,0;4,0;5,0;1,0;;1,3;1,3;1,7;29,2;33    ;38,8;Corey Liuget;Jurrell Casey;Terrell McClain;Jarvis Jenkins;Bennie Logan;Princeton;5.18;2014;10 1/2;74;Jacksonville Jaguars
44;Carl Davis;DL;320 lbs;4,47;7,91;5,07;12,38;102,3;28,0;103,0;107,6;;0,0;7,0;1,0;2,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,28;0,0;2,0;0,0;0,0;1,0;121,9;0,0;14,0;0,0;0,0;0,0;96,9;33,0;;0,6;1,0;0,7;0,5;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;;;34.1%;16.1%;19.8%;28.7%;0,0;251,0;62,0;197,0;108,0;0,0;12,0;0,0;1,0;2,0;;1,1;0,0;0,3;1,0;0,0;2,0;0,0;0,0;1,0;0,0;19,0;1,0;3,0;3,0;;1,7;1,0;1,0;1,5;28,9;34 5/8;37,9;Arthur Jones;Rodney Coe;Quinton Dial;Josh Tupou;Deandre Coleman;Iowa;3.26;2015;11    ;77;Jacksonville Jaguars
45;Carlos Davis;DL;313 lbs;4,52;;4,82;;;27,0;103,0;98,3;;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;;0,0;117,2;;;;;0,0;116,0;27,5;;;;;0,0;;;0,0;;;;;0,0;;;;;;16.9%;;;;;136,0;;;;;3,0;;;;;1,5;;;;;1,0;;;;;3,0;;;;;1,5;24,4;32    ;40,2;Marcel Dareus;Muhammad Wilkerson;Marcus Hardison;Ego Ferguson;Lawrence Guy;Nebraska;7.18;2020;9 5/8;74;Pittsburgh Steelers
46;Carlos Watkins;DL;309 lbs;4,88;7,97;5,06;12,85;99,9;25,0;108,0;101,6;94,3;0,0;12,0;1,0;14,0;12,0;0,0;0,0;0,0;1,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;9,82;0,0;3,0;0,0;1,0;3,0;98,9;0,0;0,0;2,0;3,0;9,0;94,3;28,0;;1,3;1,0;1,8;0,9;0,0;35,0;58,0;0,0;0,0;1,0;1,0;1,0;;;49.2%;27.7%;44.6%;45.9%;0,0;263,0;47,0;505,0;863,0;0,0;9,0;2,0;9,0;9,0;;1,0;2,0;1,1;0,7;0,0;3,0;0,0;1,0;3,0;0,0;21,0;3,0;23,0;21,0;;2,3;3,0;2,9;1,6;27,2;34 5/8;38,6;Timmy Jernigan;Brandon Thompson;Ahtyba Rubin;Roy Miller;Davon Godchaux;Clemson;4.35;2017;10 3/8;75;Houston Texans
47;Casey Sayles;DL;289 lbs;4,56;7,37;5,04;11,93;99,8;30,0;104,0;104,7;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,14;0,0;0,0;;;;117,1;0,0;0,0;;;;89,6;31,0;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;25,4;31 1/2;35,2;Christian Covington;Rodney Gunter;Mehdi Abdesmad;Bobby Richardson;Sharrif Floyd;Ohio;Undrafted;2017;9 7/8;76;
48;Cedric Thornton;DL;309 lbs;4,71;7,7;5,25;12,41;97,1;23,0;101,0;96,4;;10,0;11,0;;;;0,0;0,0;;;;1,0;0,0;;;;1,0;0,0;;;;9,8;2,0;4,0;;;;93,8;12,0;5,0;;;;81,3;27,0;0,8;0,8;;;;;;;1,5;2,0;;;;;34.6%;40.8%;;;;256,0;357,0;;;;10,0;16,0;;;;0,8;1,2;;;;3,0;4,0;;;;20,0;27,0;;;;1,7;2,1;;;;32,6;33 5/8;38,6;Toby Johnson;Ian Williams;Lavon Hooks;Darius Latham;Caleb Brantley;Southern Arkansas;Undrafted;2011;10    ;75;
49;Channing Ward;DL;279 lbs;4,59;7,46;4,76;12,05;;;105,0;97,6;;5,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,03;0,0;0,0;;;;;0,0;0,0;;;;108,7;26,5;2,5;;;;;;;;0,0;0,0;;;;;49.2%;;;;;59,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;0,0;;;;5,0;0,0;;;;2,5;;;;;28,4;31 1/2;34,0;DaVonte Lambert;Jonathan Babineaux;William Hayes;Dominique Easley;Adam Gotsis;Mississippi;Undrafted;2016;9 1/8;76;
50;Charles Omenihu;DL;280 lbs;4,36;7,48;4,92;11,84;97,7;15,0;115,0;119,6;;;;;5,0;4,0;;;;2,0;2,0;;;;2,0;0,0;;;;0,0;0,0;10,67;;;;1,0;1,0;103,1;;;;34,0;24,0;95,6;36,5;;;;0,5;0,6;;0,0;0,0;;;;3,0;3,0;;;;;54.5%;45.3%;;;;653,0;459,0;;;;8,0;7,0;;;;0,8;1,0;;;;1,0;1,0;;;;13,0;11,0;;;;1,3;1,6;23,5;36    ;33,2;Ryan Russell;Rasheem Green;John Franklin-Myers;David Irving;Josh Mauro;Texas;5.23;2019;9 3/8;77;Houston Texans
51;Chas Alecxih;DL;296 lbs;4,62;7,74;5,31;12,36;91,4;19,0;99,0;92,9;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,78;0,0;0,0;;;;84,2;0,0;0,0;;;;74,5;25,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;32,0;33 3/8;36,0;Brandon Dunn;Toby Johnson;Kawann Short;Nazair Jones;Gabe Wright;Pittsburgh;Undrafted;2012;10 3/8;76;
52;Chris Baker;DL;326 lbs;4,9;8,06;4,94;12,96;107,7;24,0;106,0;113,4;;24,0;16,0;;;;0,0;0,0;;;;2,0;0,0;;;;0,0;0,0;;;;10,08;3,0;1,0;;;;110,9;50,0;0,0;;;;109,5;35,5;1,6;1,1;;;;;;;4,0;0,0;;;;;73.9%;49.1%;;;;723,0;432,0;;;;23,0;17,0;;;;1,5;1,2;;;;3,0;1,0;;;;47,0;33,0;;;;3,1;2,4;;;;33,3;34    ;41,9;Marcel Dareus;Eli Ankou;Vincent Valentine;Deon Simon;Dan Williams;Hampton;Undrafted;2009;10    ;74;
53;Chris Jones;DL;310 lbs;4,62;7,44;5,03;12,06;97,1;26,0;106,0;94,7;;11,0;14,0;10,0;14,0;12,0;0,0;0,0;4,0;4,0;2,0;0,0;4,0;1,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;10,04;4,0;5,0;5,0;1,0;0,0;103,0;19,0;45,0;119,0;75,0;27,0;96,9;24,5;0,8;0,9;0,7;1,1;1,0;0,0;0,0;0,0;2,0;6,5;15,0;9,0;6,5;;58.4%;62.7%;68.5%;78.2%;73.3%;544,0;612,0;996,0;839,0;765,0;16,0;21,0;31,0;21,0;23,0;1,1;1,4;2,2;1,6;1,9;4,0;6,0;6,0;1,0;0,0;27,0;35,0;41,0;35,0;35,0;1,9;2,3;2,9;2,7;2,9;26,6;34 1/2;35,8;Muhammad Wilkerson;Jarvis Jenkins;Darius Kilgo;Lawrence Guy;Angelo Blackson;Mississippi State;2.06;2016;10 3/4;78;Kansas City Chiefs
54;Chris Jones;DL;310 lbs;4,62;7,44;5,03;12,06;97,1;26,0;106,0;94,7;;11,0;14,0;10,0;14,0;12,0;0,0;0,0;4,0;4,0;2,0;0,0;4,0;1,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;10,04;4,0;5,0;5,0;1,0;0,0;103,0;19,0;45,0;119,0;75,0;27,0;96,9;24,5;0,8;0,9;0,7;1,1;1,0;0,0;0,0;0,0;2,0;6,5;15,0;9,0;6,5;;58.4%;62.7%;68.5%;78.2%;73.3%;544,0;612,0;996,0;839,0;765,0;16,0;21,0;31,0;21,0;23,0;1,1;1,4;2,2;1,6;1,9;4,0;6,0;6,0;1,0;0,0;27,0;35,0;41,0;35,0;35,0;1,9;2,3;2,9;2,7;2,9;30,6;32 3/4;38,8;Letroy Guion;Jamie Meder;John Hughes;Sheldon Day;Gerald McCoy;Bowling Green;6.30;2013;9    ;74;
55;Chris Jones;DL;310 lbs;4,62;7,44;5,03;12,06;97,1;26,0;106,0;94,7;;11,0;14,0;10,0;14,0;12,0;0,0;0,0;4,0;4,0;2,0;0,0;4,0;1,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;10,04;4,0;5,0;5,0;1,0;0,0;103,0;19,0;45,0;119,0;75,0;27,0;96,9;24,5;1,1;;;;;;;;0,0;0,0;;;;;42.0%;;;;;249,0;0,0;;;;11,0;0,0;;;;1,2;;;;;4,0;0,0;;;;21,0;0,0;;;;2,3;;;;;26,6;34 1/2;35,8;Muhammad Wilkerson;Jarvis Jenkins;Darius Kilgo;Lawrence Guy;Angelo Blackson;Mississippi State;2.06;2016;10 3/4;78;Kansas City Chiefs
56;Chris Jones;DL;310 lbs;4,62;7,44;5,03;12,06;97,1;26,0;106,0;94,7;;11,0;14,0;10,0;14,0;12,0;0,0;0,0;4,0;4,0;2,0;0,0;4,0;1,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;10,04;4,0;5,0;5,0;1,0;0,0;103,0;19,0;45,0;119,0;75,0;27,0;96,9;24,5;1,1;;;;;;;;0,0;0,0;;;;;42.0%;;;;;249,0;0,0;;;;11,0;0,0;;;;1,2;;;;;4,0;0,0;;;;21,0;0,0;;;;2,3;;;;;30,6;32 3/4;38,8;Letroy Guion;Jamie Meder;John Hughes;Sheldon Day;Gerald McCoy;Bowling Green;6.30;2013;9    ;74;
57;Chris Jones;DL;310 lbs;4,62;7,44;5,03;12,06;97,1;26,0;106,0;94,7;;10,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,08;4,0;0,0;;;;118,6;0,0;0,0;;;;79,5;31,0;0,8;0,9;0,7;1,1;1,0;0,0;0,0;0,0;2,0;6,5;15,0;9,0;6,5;;58.4%;62.7%;68.5%;78.2%;73.3%;544,0;612,0;996,0;839,0;765,0;16,0;21,0;31,0;21,0;23,0;1,1;1,4;2,2;1,6;1,9;4,0;6,0;6,0;1,0;0,0;27,0;35,0;41,0;35,0;35,0;1,9;2,3;2,9;2,7;2,9;26,6;34 1/2;35,8;Muhammad Wilkerson;Jarvis Jenkins;Darius Kilgo;Lawrence Guy;Angelo Blackson;Mississippi State;2.06;2016;10 3/4;78;Kansas City Chiefs
58;Chris Jones;DL;310 lbs;4,62;7,44;5,03;12,06;97,1;26,0;106,0;94,7;;10,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,08;4,0;0,0;;;;118,6;0,0;0,0;;;;79,5;31,0;0,8;0,9;0,7;1,1;1,0;0,0;0,0;0,0;2,0;6,5;15,0;9,0;6,5;;58.4%;62.7%;68.5%;78.2%;73.3%;544,0;612,0;996,0;839,0;765,0;16,0;21,0;31,0;21,0;23,0;1,1;1,4;2,2;1,6;1,9;4,0;6,0;6,0;1,0;0,0;27,0;35,0;41,0;35,0;35,0;1,9;2,3;2,9;2,7;2,9;30,6;32 3/4;38,8;Letroy Guion;Jamie Meder;John Hughes;Sheldon Day;Gerald McCoy;Bowling Green;6.30;2013;9    ;74;
59;Chris Jones;DL;310 lbs;4,62;7,44;5,03;12,06;97,1;26,0;106,0;94,7;;10,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,08;4,0;0,0;;;;118,6;0,0;0,0;;;;79,5;31,0;1,1;;;;;;;;0,0;0,0;;;;;42.0%;;;;;249,0;0,0;;;;11,0;0,0;;;;1,2;;;;;4,0;0,0;;;;21,0;0,0;;;;2,3;;;;;26,6;34 1/2;35,8;Muhammad Wilkerson;Jarvis Jenkins;Darius Kilgo;Lawrence Guy;Angelo Blackson;Mississippi State;2.06;2016;10 3/4;78;Kansas City Chiefs
60;Chris Jones;DL;310 lbs;4,62;7,44;5,03;12,06;97,1;26,0;106,0;94,7;;10,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,08;4,0;0,0;;;;118,6;0,0;0,0;;;;79,5;31,0;1,1;;;;;;;;0,0;0,0;;;;;42.0%;;;;;249,0;0,0;;;;11,0;0,0;;;;1,2;;;;;4,0;0,0;;;;21,0;0,0;;;;2,3;;;;;30,6;32 3/4;38,8;Letroy Guion;Jamie Meder;John Hughes;Sheldon Day;Gerald McCoy;Bowling Green;6.30;2013;9    ;74;
61;Chris Jones;DL;302 lbs;4,44;7,34;5,25;11,78;102,9;30,0;105,0;105,2;;11,0;14,0;10,0;14,0;12,0;0,0;0,0;4,0;4,0;2,0;0,0;4,0;1,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;10,04;4,0;5,0;5,0;1,0;0,0;103,0;19,0;45,0;119,0;75,0;27,0;96,9;24,5;0,8;0,9;0,7;1,1;1,0;0,0;0,0;0,0;2,0;6,5;15,0;9,0;6,5;;58.4%;62.7%;68.5%;78.2%;73.3%;544,0;612,0;996,0;839,0;765,0;16,0;21,0;31,0;21,0;23,0;1,1;1,4;2,2;1,6;1,9;4,0;6,0;6,0;1,0;0,0;27,0;35,0;41,0;35,0;35,0;1,9;2,3;2,9;2,7;2,9;26,6;34 1/2;35,8;Muhammad Wilkerson;Jarvis Jenkins;Darius Kilgo;Lawrence Guy;Angelo Blackson;Mississippi State;2.06;2016;10 3/4;78;Kansas City Chiefs
62;Chris Jones;DL;302 lbs;4,44;7,34;5,25;11,78;102,9;30,0;105,0;105,2;;11,0;14,0;10,0;14,0;12,0;0,0;0,0;4,0;4,0;2,0;0,0;4,0;1,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;10,04;4,0;5,0;5,0;1,0;0,0;103,0;19,0;45,0;119,0;75,0;27,0;96,9;24,5;0,8;0,9;0,7;1,1;1,0;0,0;0,0;0,0;2,0;6,5;15,0;9,0;6,5;;58.4%;62.7%;68.5%;78.2%;73.3%;544,0;612,0;996,0;839,0;765,0;16,0;21,0;31,0;21,0;23,0;1,1;1,4;2,2;1,6;1,9;4,0;6,0;6,0;1,0;0,0;27,0;35,0;41,0;35,0;35,0;1,9;2,3;2,9;2,7;2,9;30,6;32 3/4;38,8;Letroy Guion;Jamie Meder;John Hughes;Sheldon Day;Gerald McCoy;Bowling Green;6.30;2013;9    ;74;
63;Chris Jones;DL;302 lbs;4,44;7,34;5,25;11,78;102,9;30,0;105,0;105,2;;11,0;14,0;10,0;14,0;12,0;0,0;0,0;4,0;4,0;2,0;0,0;4,0;1,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;10,04;4,0;5,0;5,0;1,0;0,0;103,0;19,0;45,0;119,0;75,0;27,0;96,9;24,5;1,1;;;;;;;;0,0;0,0;;;;;42.0%;;;;;249,0;0,0;;;;11,0;0,0;;;;1,2;;;;;4,0;0,0;;;;21,0;0,0;;;;2,3;;;;;26,6;34 1/2;35,8;Muhammad Wilkerson;Jarvis Jenkins;Darius Kilgo;Lawrence Guy;Angelo Blackson;Mississippi State;2.06;2016;10 3/4;78;Kansas City Chiefs
64;Chris Jones;DL;302 lbs;4,44;7,34;5,25;11,78;102,9;30,0;105,0;105,2;;11,0;14,0;10,0;14,0;12,0;0,0;0,0;4,0;4,0;2,0;0,0;4,0;1,0;1,0;2,0;0,0;0,0;0,0;1,0;0,0;10,04;4,0;5,0;5,0;1,0;0,0;103,0;19,0;45,0;119,0;75,0;27,0;96,9;24,5;1,1;;;;;;;;0,0;0,0;;;;;42.0%;;;;;249,0;0,0;;;;11,0;0,0;;;;1,2;;;;;4,0;0,0;;;;21,0;0,0;;;;2,3;;;;;30,6;32 3/4;38,8;Letroy Guion;Jamie Meder;John Hughes;Sheldon Day;Gerald McCoy;Bowling Green;6.30;2013;9    ;74;
65;Chris Jones;DL;302 lbs;4,44;7,34;5,25;11,78;102,9;30,0;105,0;105,2;;10,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,08;4,0;0,0;;;;118,6;0,0;0,0;;;;79,5;31,0;0,8;0,9;0,7;1,1;1,0;0,0;0,0;0,0;2,0;6,5;15,0;9,0;6,5;;58.4%;62.7%;68.5%;78.2%;73.3%;544,0;612,0;996,0;839,0;765,0;16,0;21,0;31,0;21,0;23,0;1,1;1,4;2,2;1,6;1,9;4,0;6,0;6,0;1,0;0,0;27,0;35,0;41,0;35,0;35,0;1,9;2,3;2,9;2,7;2,9;26,6;34 1/2;35,8;Muhammad Wilkerson;Jarvis Jenkins;Darius Kilgo;Lawrence Guy;Angelo Blackson;Mississippi State;2.06;2016;10 3/4;78;Kansas City Chiefs
66;Chris Jones;DL;302 lbs;4,44;7,34;5,25;11,78;102,9;30,0;105,0;105,2;;10,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,08;4,0;0,0;;;;118,6;0,0;0,0;;;;79,5;31,0;0,8;0,9;0,7;1,1;1,0;0,0;0,0;0,0;2,0;6,5;15,0;9,0;6,5;;58.4%;62.7%;68.5%;78.2%;73.3%;544,0;612,0;996,0;839,0;765,0;16,0;21,0;31,0;21,0;23,0;1,1;1,4;2,2;1,6;1,9;4,0;6,0;6,0;1,0;0,0;27,0;35,0;41,0;35,0;35,0;1,9;2,3;2,9;2,7;2,9;30,6;32 3/4;38,8;Letroy Guion;Jamie Meder;John Hughes;Sheldon Day;Gerald McCoy;Bowling Green;6.30;2013;9    ;74;
67;Chris Jones;DL;302 lbs;4,44;7,34;5,25;11,78;102,9;30,0;105,0;105,2;;10,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,08;4,0;0,0;;;;118,6;0,0;0,0;;;;79,5;31,0;1,1;;;;;;;;0,0;0,0;;;;;42.0%;;;;;249,0;0,0;;;;11,0;0,0;;;;1,2;;;;;4,0;0,0;;;;21,0;0,0;;;;2,3;;;;;26,6;34 1/2;35,8;Muhammad Wilkerson;Jarvis Jenkins;Darius Kilgo;Lawrence Guy;Angelo Blackson;Mississippi State;2.06;2016;10 3/4;78;Kansas City Chiefs
68;Chris Jones;DL;302 lbs;4,44;7,34;5,25;11,78;102,9;30,0;105,0;105,2;;10,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,08;4,0;0,0;;;;118,6;0,0;0,0;;;;79,5;31,0;1,1;;;;;;;;0,0;0,0;;;;;42.0%;;;;;249,0;0,0;;;;11,0;0,0;;;;1,2;;;;;4,0;0,0;;;;21,0;0,0;;;;2,3;;;;;30,6;32 3/4;38,8;Letroy Guion;Jamie Meder;John Hughes;Sheldon Day;Gerald McCoy;Bowling Green;6.30;2013;9    ;74;
69;Chris Mayes;DL;338 lbs;5,13;;5,34;;;33,0;104,0;92,0;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;0,0;0,0;;;;107,0;0,0;0,0;;;;83,1;23,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;29,4;34    ;42,2;Justin Ellis;Ryan Carrethers;Grover Stewart;Montori Hughes;Phil Taylor;Georgia;Undrafted;2016;9    ;75;
